xM,logK,absS,absA,cosdphi,alpha
-0.251256,-3.045226,1.465719e-04,7.787198e-05,0.976652,0.809323
-0.248744,-3.045226,1.438411e-04,8.370174e-05,0.976652,0.849115
-0.246231,-3.045226,1.410362e-04,8.941103e-05,0.976652,0.883309
-0.243719,-3.045226,1.381586e-04,9.499786e-05,0.976652,0.911935
-0.241206,-3.045226,1.352101e-04,1.004603e-04,0.976652,0.935087
-0.238693,-3.045226,1.321922e-04,1.057964e-04,0.976652,0.952915
-0.236181,-3.045226,1.291067e-04,1.110043e-04,0.976652,0.965612
-0.233668,-3.045226,1.259553e-04,1.160823e-04,0.976652,0.973407
-0.231156,-3.045226,1.227399e-04,1.210285e-04,0.976652,0.976556
-0.228643,-3.045226,1.194622e-04,1.258414e-04,0.976652,0.975332
-0.226131,-3.045226,1.161241e-04,1.305191e-04,0.976652,0.970021
-0.223618,-3.045226,1.127277e-04,1.350602e-04,0.976652,0.960913
-0.221106,-3.045226,1.092748e-04,1.394630e-04,0.976652,0.948298
-0.218593,-3.045226,1.057675e-04,1.437262e-04,0.976652,0.932461
-0.216080,-3.045226,1.022078e-04,1.478483e-04,0.976652,0.913678
-0.213568,-3.045226,9.859785e-05,1.518280e-04,0.976652,0.892214
-0.211055,-3.045226,9.493970e-05,1.556639e-04,0.976652,0.868324
-0.208543,-3.045226,9.123552e-05,1.593549e-04,0.976652,0.842245
-0.206030,-3.045226,8.748752e-05,1.628998e-04,0.976652,0.814202
-0.203518,-3.045226,8.369790e-05,1.662976e-04,0.976652,0.784402
-0.201005,-3.045226,7.986890e-05,1.695471e-04,0.976652,0.753040
-0.198492,-3.045226,7.600279e-05,1.726476e-04,0.976652,0.720294
-0.195980,-3.045226,7.210188e-05,1.755981e-04,0.976652,0.686327
-0.193467,-3.045226,6.816847e-05,1.783978e-04,0.976652,0.651290
-0.190955,-3.045226,6.420492e-05,1.810460e-04,0.976652,0.615320
-0.188442,-3.045226,6.021357e-05,1.835421e-04,0.976652,0.578542
-0.185930,-3.045226,5.619681e-05,1.858856e-04,0.976652,0.541069
-0.183417,-3.045226,5.215704e-05,1.880758e-04,0.976652,0.503005
-0.180905,-3.045226,4.809667e-05,1.901125e-04,0.976652,0.464441
-0.178392,-3.045226,4.401811e-05,1.919953e-04,0.976652,0.425464
-0.175879,-3.045226,3.992382e-05,1.937239e-04,0.976652,0.386148
-0.173367,-3.045226,3.581623e-05,1.952982e-04,0.976652,0.346565
-0.170854,-3.045226,3.169781e-05,1.967181e-04,0.976652,0.306777
-0.168342,-3.045226,2.757100e-05,1.979836e-04,0.976652,0.266840
-0.165829,-3.045226,2.343829e-05,1.990948e-04,0.976652,0.226808
-0.163317,-3.045226,1.930214e-05,2.000518e-04,0.976652,0.186727
-0.160804,-3.045226,1.516502e-05,2.008548e-04,0.976652,0.146643
-0.158291,-3.045226,1.102940e-05,2.015043e-04,0.976652,0.106595
-0.155779,-3.045226,6.897771e-06,2.020005e-04,0.976652,0.066622
-0.153266,-3.045226,2.772585e-06,2.023440e-04,0.976652,0.026760
-0.150754,-3.045226,1.343691e-06,2.025353e-04,-0.976652,-0.012958
-0.148241,-3.045226,5.448599e-06,2.025751e-04,-0.976652,-0.052500
-0.145729,-3.045226,9.539688e-06,2.024642e-04,-0.976652,-0.091832
-0.143216,-3.045226,1.361452e-05,2.022032e-04,-0.976652,-0.130924
-0.140704,-3.045226,1.767066e-05,2.017932e-04,-0.976652,-0.169746
-0.138191,-3.045226,2.170569e-05,2.012350e-04,-0.976652,-0.208265
-0.135678,-3.045226,2.571722e-05,2.005298e-04,-0.976652,-0.246451
-0.133166,-3.045226,2.970285e-05,1.996786e-04,-0.976652,-0.284270
-0.130653,-3.045226,3.366021e-05,1.986827e-04,-0.976652,-0.321690
-0.128141,-3.045226,3.758695e-05,1.975434e-04,-0.976652,-0.358674
-0.125628,-3.045226,4.148074e-05,1.962619e-04,-0.976652,-0.395186
-0.123116,-3.045226,4.533927e-05,1.948398e-04,-0.976652,-0.431186
-0.120603,-3.045226,4.916024e-05,1.932786e-04,-0.976652,-0.466633
-0.118090,-3.045226,5.294139e-05,1.915797e-04,-0.976652,-0.501483
-0.115578,-3.045226,5.668048e-05,1.897450e-04,-0.976652,-0.535688
-0.113065,-3.045226,6.037530e-05,1.877761e-04,-0.976652,-0.569198
-0.110553,-3.045226,6.402366e-05,1.856748e-04,-0.976652,-0.601959
-0.108040,-3.045226,6.762341e-05,1.834431e-04,-0.976652,-0.633912
-0.105528,-3.045226,7.117242e-05,1.810827e-04,-0.976652,-0.664995
-0.103015,-3.045226,7.466860e-05,1.785958e-04,-0.976652,-0.695142
-0.100503,-3.045226,7.810988e-05,1.759845e-04,-0.976652,-0.724282
-0.097990,-3.045226,8.149425e-05,1.732508e-04,-0.976652,-0.752339
-0.095477,-3.045226,8.481970e-05,1.703970e-04,-0.976652,-0.779230
-0.092965,-3.045226,8.808428e-05,1.674253e-04,-0.976652,-0.804872
-0.090452,-3.045226,9.128608e-05,1.643381e-04,-0.976652,-0.829171
-0.087940,-3.045226,9.442320e-05,1.611378e-04,-0.976652,-0.852031
-0.085427,-3.045226,9.749382e-05,1.578267e-04,-0.976652,-0.873350
-0.082915,-3.045226,1.004961e-04,1.544075e-04,-0.976652,-0.893020
-0.080402,-3.045226,1.034284e-04,1.508827e-04,-0.976652,-0.910928
-0.077889,-3.045226,1.062889e-04,1.472548e-04,-0.976652,-0.926956
-0.075377,-3.045226,1.090759e-04,1.435267e-04,-0.976652,-0.940983
-0.072864,-3.045226,1.117878e-04,1.397009e-04,-0.976652,-0.952882
-0.070352,-3.045226,1.144231e-04,1.357802e-04,-0.976652,-0.962523
-0.067839,-3.045226,1.169801e-04,1.317676e-04,-0.976652,-0.969773
-0.065327,-3.045226,1.194575e-04,1.276658e-04,-0.976652,-0.974499
-0.062814,-3.045226,1.218537e-04,1.234777e-04,-0.976652,-0.976566
-0.060302,-3.045226,1.241674e-04,1.192063e-04,-0.976652,-0.975841
-0.057789,-3.045226,1.263972e-04,1.148547e-04,-0.976652,-0.972191
-0.055276,-3.045226,1.285418e-04,1.104258e-04,-0.976652,-0.965490
-0.052764,-3.045226,1.306000e-04,1.059228e-04,-0.976652,-0.955618
-0.050251,-3.045226,1.325706e-04,1.013486e-04,-0.976652,-0.942463
-0.047739,-3.045226,1.344524e-04,9.670660e-05,-0.976652,-0.925923
-0.045226,-3.045226,1.362444e-04,9.199985e-05,-0.976652,-0.905911
-0.042714,-3.045226,1.379455e-04,8.723158e-05,-0.976652,-0.882357
-0.040201,-3.045226,1.395547e-04,8.240506e-05,-0.976652,-0.855209
-0.037688,-3.045226,1.410711e-04,7.752355e-05,-0.976652,-0.824438
-0.035176,-3.045226,1.424937e-04,7.259037e-05,-0.976652,-0.790040
-0.032663,-3.045226,1.438219e-04,6.760883e-05,-0.976652,-0.752036
-0.030151,-3.045226,1.450548e-04,6.258230e-05,-0.976652,-0.710482
-0.027638,-3.045226,1.461917e-04,5.751414e-05,-0.976652,-0.665463
-0.025126,-3.045226,1.472320e-04,5.240776e-05,-0.976652,-0.617097
-0.022613,-3.045226,1.481750e-04,4.726657e-05,-0.976652,-0.565541
-0.020101,-3.045226,1.490202e-04,4.209400e-05,-0.976652,-0.510982
-0.017588,-3.045226,1.497671e-04,3.689350e-05,-0.976652,-0.453647
-0.015075,-3.045226,1.504153e-04,3.166854e-05,-0.976652,-0.393794
-0.012563,-3.045226,1.509645e-04,2.642257e-05,-0.976652,-0.331716
-0.010050,-3.045226,1.514142e-04,2.115910e-05,-0.976652,-0.267733
-0.007538,-3.045226,1.517642e-04,1.588160e-05,-0.976652,-0.202192
-0.005025,-3.045226,1.520144e-04,1.059358e-05,-0.976652,-0.135464
-0.002513,-3.045226,1.521646e-04,5.298548e-06,-0.976652,-0.067934
0.000000,-3.045226,1.522146e-04,4.146567e-12,-0.900927,-0.000000
-0.500000,-3.020101,1.038928e-04,6.444741e-04,-0.975040,-0.306401
-0.497487,-3.020101,1.049412e-04,6.412461e-04,-0.975040,-0.310810
-0.494975,-3.020101,1.060156e-04,6.378992e-04,-0.975040,-0.315382
-0.492462,-3.020101,1.071164e-04,6.344303e-04,-0.975040,-0.320123
-0.489950,-3.020101,1.082438e-04,6.308364e-04,-0.975040,-0.325040
-0.487437,-3.020101,1.093982e-04,6.271145e-04,-0.975040,-0.330139
-0.484925,-3.020101,1.105796e-04,6.232616e-04,-0.975040,-0.335426
-0.482412,-3.020101,1.117883e-04,6.192750e-04,-0.975040,-0.340910
-0.479899,-3.020101,1.130242e-04,6.151519e-04,-0.975040,-0.346595
-0.477387,-3.020101,1.142874e-04,6.108895e-04,-0.975040,-0.352491
-0.474874,-3.020101,1.155778e-04,6.064855e-04,-0.975040,-0.358603
-0.472362,-3.020101,1.168952e-04,6.019373e-04,-0.975040,-0.364939
-0.469849,-3.020101,1.182395e-04,5.972428e-04,-0.975040,-0.371507
-0.467337,-3.020101,1.196102e-04,5.923999e-04,-0.975040,-0.378314
-0.464824,-3.020101,1.210070e-04,5.874068e-04,-0.975040,-0.385367
-0.462312,-3.020101,1.224293e-04,5.822618e-04,-0.975040,-0.392673
-0.459799,-3.020101,1.238765e-04,5.769635e-04,-0.975040,-0.400240
-0.457286,-3.020101,1.253478e-04,5.715107e-04,-0.975040,-0.408075
-0.454774,-3.020101,1.268423e-04,5.659026e-04,-0.975040,-0.416185
-0.452261,-3.020101,1.283591e-04,5.601386e-04,-0.975040,-0.424577
-0.449749,-3.020101,1.298970e-04,5.542183e-04,-0.975040,-0.433257
-0.447236,-3.020101,1.314548e-04,5.481419e-04,-0.975040,-0.442232
-0.444724,-3.020101,1.330312e-04,5.419097e-04,-0.975040,-0.451508
-0.442211,-3.020101,1.346245e-04,5.355224e-04,-0.975040,-0.461090
-0.439698,-3.020101,1.362332e-04,5.289811e-04,-0.975040,-0.470983
-0.437186,-3.020101,1.378555e-04,5.222871e-04,-0.975040,-0.481192
-0.434673,-3.020101,1.394895e-04,5.154423e-04,-0.975040,-0.491721
-0.432161,-3.020101,1.411331e-04,5.084489e-04,-0.975040,-0.502573
-0.429648,-3.020101,1.427843e-04,5.013093e-04,-0.975040,-0.513750
-0.427136,-3.020101,1.444407e-04,4.940265e-04,-0.975040,-0.525253
-0.424623,-3.020101,1.461000e-04,4.866036e-04,-0.975040,-0.537084
-0.422111,-3.020101,1.477597e-04,4.790443e-04,-0.975040,-0.549241
-0.419598,-3.020101,1.494171e-04,4.713525e-04,-0.975040,-0.561723
-0.417085,-3.020101,1.510697e-04,4.635324e-04,-0.975040,-0.574526
-0.414573,-3.020101,1.527147e-04,4.555885e-04,-0.975040,-0.587645
-0.412060,-3.020101,1.543492e-04,4.475256e-04,-0.975040,-0.601073
-0.409548,-3.020101,1.559705e-04,4.393488e-04,-0.975040,-0.614804
-0.407035,-3.020101,1.575754e-04,4.310634e-04,-0.975040,-0.628825
-0.404523,-3.020101,1.591612e-04,4.226747e-04,-0.975040,-0.643125
-0.402010,-3.020101,1.607247e-04,4.141886e-04,-0.975040,-0.657688
-0.399497,-3.020101,1.622631e-04,4.056108e-04,-0.975040,-0.672498
-0.396985,-3.020101,1.637732e-04,3.969472e-04,-0.975040,-0.687533
-0.394472,-3.020101,1.652522e-04,3.882037e-04,-0.975040,-0.702771
-0.391960,-3.020101,1.666971e-04,3.793866e-04,-0.975040,-0.718185
-0.389447,-3.020101,1.681048e-04,3.705017e-04,-0.975040,-0.733744
-0.386935,-3.020101,1.694727e-04,3.615552e-04,-0.975040,-0.749413
-0.384422,-3.020101,1.707978e-04,3.525532e-04,-0.975040,-0.765153
-0.381910,-3.020101,1.720773e-04,3.435017e-04,-0.975040,-0.780921
-0.379397,-3.020101,1.733087e-04,3.344065e-04,-0.975040,-0.796666
-0.376884,-3.020101,1.744892e-04,3.252736e-04,-0.975040,-0.812335
-0.374372,-3.020101,1.756163e-04,3.161087e-04,-0.975040,-0.827865
-0.371859,-3.020101,1.766876e-04,3.069173e-04,-0.975040,-0.843188
-0.369347,-3.020101,1.777008e-04,2.977051e-04,-0.975040,-0.858228
-0.366834,-3.020101,1.786537e-04,2.884772e-04,-0.975040,-0.872899
-0.364322,-3.020101,1.795440e-04,2.792388e-04,-0.975040,-0.887108
-0.361809,-3.020101,1.803697e-04,2.699951e-04,-0.975040,-0.900752
-0.359296,-3.020101,1.811290e-04,2.607508e-04,-0.975040,-0.913716
-0.356784,-3.020101,1.818200e-04,2.515106e-04,-0.975040,-0.925873
-0.354271,-3.020101,1.824409e-04,2.422790e-04,-0.975040,-0.937085
-0.351759,-3.020101,1.829903e-04,2.330605e-04,-0.975040,-0.947200
-0.349246,-3.020101,1.834664e-04,2.238592e-04,-0.975040,-0.956050
-0.346734,-3.020101,1.838681e-04,2.146792e-04,-0.975040,-0.963455
-0.344221,-3.020101,1.841939e-04,2.055244e-04,-0.975040,-0.969216
-0.341709,-3.020101,1.844426e-04,1.963985e-04,-0.975040,-0.973120
-0.339196,-3.020101,1.846132e-04,1.873053e-04,-0.975040,-0.974938
-0.336683,-3.020101,1.847046e-04,1.782483e-04,-0.975040,-0.974423
-0.334171,-3.020101,1.847160e-04,1.692308e-04,-0.975040,-0.971315
-0.331658,-3.020101,1.846465e-04,1.602562e-04,-0.975040,-0.965337
-0.329146,-3.020101,1.844954e-04,1.513277e-04,-0.975040,-0.956202
-0.326633,-3.020101,1.842620e-04,1.424483e-04,-0.975040,-0.943613
-0.324121,-3.020101,1.839458e-04,1.336212e-04,-0.975040,-0.927268
-0.321608,-3.020101,1.835463e-04,1.248493e-04,-0.975040,-0.906867
-0.319095,-3.020101,1.830631e-04,1.161356e-04,-0.975040,-0.882114
-0.316583,-3.020101,1.824959e-04,1.074828e-04,-0.975040,-0.852730
-0.314070,-3.020101,1.818444e-04,9.889374e-05,-0.975040,-0.818459
-0.311558,-3.020101,1.811085e-04,9.037121e-05,-0.975040,-0.779085
-0.309045,-3.020101,1.802881e-04,8.191789e-05,-0.975040,-0.734435
-0.306533,-3.020101,1.793832e-04,7.353645e-05,-0.975040,-0.684402
-0.304020,-3.020101,1.783937e-04,6.522953e-05,-0.975040,-0.628955
-0.301508,-3.020101,1.773199e-04,5.699973e-05,-0.975040,-0.568149
-0.298995,-3.020101,1.761619e-04,4.884965e-05,-0.975040,-0.502144
-0.296482,-3.020101,1.749199e-04,4.078183e-05,-0.975040,-0.431213
-0.293970,-3.020101,1.735944e-04,3.279880e-05,-0.975040,-0.355747
-0.291457,-3.020101,1.721856e-04,2.490309e-05,-0.975040,-0.276260
-0.288945,-3.020101,1.706940e-04,1.709718e-05,-0.975040,-0.193385
-0.286432,-3.020101,1.691202e-04,9.383547e-06,-0.975040,-0.107867
-0.283920,-3.020101,1.674647e-04,1.764641e-06,-0.975041,-0.020546
-0.281407,-3.020101,1.657281e-04,5.757104e-06,0.975040,0.067661
-0.278894,-3.020101,1.639112e-04,1.317927e-05,0.975040,0.155789
-0.276382,-3.020101,1.620146e-04,2.049948e-05,0.975040,0.242853
-0.273869,-3.020101,1.600393e-04,2.771534e-05,0.975040,0.327879
-0.271357,-3.020101,1.579860e-04,3.482453e-05,0.975040,0.409934
-0.268844,-3.020101,1.558558e-04,4.182471e-05,0.975040,0.488160
-0.266332,-3.020101,1.536496e-04,4.871358e-05,0.975040,0.561791
-0.263819,-3.020101,1.513684e-04,5.548889e-05,0.975040,0.630179
-0.261307,-3.020101,1.490133e-04,6.214839e-05,0.975040,0.692803
-0.258794,-3.020101,1.465856e-04,6.868986e-05,0.975040,0.749276
-0.256281,-3.020101,1.440864e-04,7.511114e-05,0.975040,0.799344
-0.253769,-3.020101,1.415169e-04,8.141009e-05,0.975040,0.842881
-0.251256,-3.020101,1.388785e-04,8.758460e-05,0.975040,0.879879
-0.248744,-3.020101,1.361725e-04,9.363260e-05,0.975040,0.910431
-0.246231,-3.020101,1.334003e-04,9.955208e-05,0.975040,0.934721
-0.243719,-3.020101,1.305634e-04,1.053410e-04,0.975040,0.953000
-0.241206,-3.020101,1.276633e-04,1.109976e-04,0.975040,0.965577
-0.238693,-3.020101,1.247016e-04,1.165198e-04,0.975040,0.972799
-0.236181,-3.020101,1.216797e-04,1.219058e-04,0.975040,0.975038
-0.233668,-3.020101,1.185995e-04,1.271538e-04,0.975040,0.972680
-0.231156,-3.020101,1.154624e-04,1.322622e-04,0.975040,0.966113
-0.228643,-3.020101,1.122703e-04,1.372292e-04,0.975040,0.955719
-0.226131,-3.020101,1.090249e-04,1.420531e-04,0.975040,0.941869
-0.223618,-3.020101,1.057280e-04,1.467326e-04,0.975040,0.924919
-0.221106,-3.020101,1.023814e-04,1.512659e-04,0.975040,0.905202
-0.218593,-3.020101,9.898706e-05,1.556517e-04,0.975040,0.883030
-0.216080,-3.020101,9.554677e-05,1.598886e-04,0.975040,0.858692
-0.213568,-3.020101,9.206250e-05,1.639753e-04,0.975040,0.832453
-0.211055,-3.020101,8.853621e-05,1.679106e-04,0.975040,0.804555
-0.208543,-3.020101,8.496990e-05,1.716932e-04,0.975040,0.775217
-0.206030,-3.020101,8.136559e-05,1.753221e-04,0.975040,0.744636
-0.203518,-3.020101,7.772531e-05,1.787962e-04,0.975040,0.712990
-0.201005,-3.020101,7.405115e-05,1.821145e-04,0.975040,0.680436
-0.198492,-3.020101,7.034520e-05,1.852762e-04,0.975040,0.647116
-0.195980,-3.020101,6.660957e-05,1.882804e-04,0.975040,0.613154
-0.193467,-3.020101,6.284640e-05,1.911265e-04,0.975040,0.578661
-0.190955,-3.020101,5.905786e-05,1.938136e-04,0.975040,0.543732
-0.188442,-3.020101,5.524611e-05,1.963414e-04,0.975040,0.508453
-0.185930,-3.020101,5.141334e-05,1.987091e-04,0.975040,0.472899
-0.183417,-3.020101,4.756177e-05,2.009165e-04,0.975040,0.437135
-0.180905,-3.020101,4.369360e-05,2.029631e-04,0.975040,0.401216
-0.178392,-3.020101,3.981108e-05,2.048487e-04,0.975040,0.365193
-0.175879,-3.020101,3.591642e-05,2.065731e-04,0.975040,0.329107
-0.173367,-3.020101,3.201190e-05,2.081362e-04,0.975040,0.292996
-0.170854,-3.020101,2.809975e-05,2.095380e-04,0.975040,0.256892
-0.168342,-3.020101,2.418224e-05,2.107786e-04,0.975040,0.220822
-0.165829,-3.020101,2.026163e-05,2.118580e-04,0.975040,0.184811
-0.163317,-3.020101,1.634019e-05,2.127765e-04,0.975040,0.148878
-0.160804,-3.020101,1.242019e-05,2.135344e-04,0.975040,0.113043
-0.158291,-3.020101,8.503884e-06,2.141321e-04,0.975040,0.077322
-0.155779,-3.020101,4.593546e-06,2.145701e-04,0.975040,0.041728
-0.153266,-3.020101,6.914329e-07,2.148489e-04,0.975040,0.006276
-0.150754,-3.020101,3.200199e-06,2.149692e-04,-0.975040,-0.029024
-0.148241,-3.020101,7.079102e-06,2.149317e-04,-0.975040,-0.064159
-0.145729,-3.020101,1.094303e-05,2.147372e-04,-0.975040,-0.099119
-0.143216,-3.020101,1.478977e-05,2.143865e-04,-0.975040,-0.133892
-0.140704,-3.020101,1.861708e-05,2.138808e-04,-0.975040,-0.168467
-0.138191,-3.020101,2.242275e-05,2.132209e-04,-0.975040,-0.202831
-0.135678,-3.020101,2.620461e-05,2.124081e-04,-0.975040,-0.236973
-0.133166,-3.020101,2.996045e-05,2.114435e-04,-0.975040,-0.270878
-0.130653,-3.020101,3.368813e-05,2.103285e-04,-0.975040,-0.304530
-0.128141,-3.020101,3.738549e-05,2.090643e-04,-0.975040,-0.337913
-0.125628,-3.020101,4.105040e-05,2.076526e-04,-0.975040,-0.371008
-0.123116,-3.020101,4.468076e-05,2.060947e-04,-0.975040,-0.403793
-0.120603,-3.020101,4.827448e-05,2.043922e-04,-0.975040,-0.436245
-0.118090,-3.020101,5.182950e-05,2.025470e-04,-0.975040,-0.468338
-0.115578,-3.020101,5.534377e-05,2.005606e-04,-0.975040,-0.500040
-0.113065,-3.020101,5.881529e-05,1.984349e-04,-0.975040,-0.531319
-0.110553,-3.020101,6.224205e-05,1.961719e-04,-0.975040,-0.562138
-0.108040,-3.020101,6.562210e-05,1.937734e-04,-0.975040,-0.592456
-0.105528,-3.020101,6.895351e-05,1.912416e-04,-0.975040,-0.622225
-0.103015,-3.020101,7.223436e-05,1.885785e-04,-0.975040,-0.651396
-0.100503,-3.020101,7.546279e-05,1.857863e-04,-0.975040,-0.679911
-0.097990,-3.020101,7.863695e-05,1.828673e-04,-0.975040,-0.707709
-0.095477,-3.020101,8.175503e-05,1.798237e-04,-0.975040,-0.734720
-0.092965,-3.020101,8.481525e-05,1.766579e-04,-0.975040,-0.760869
-0.090452,-3.020101,8.781587e-05,1.733723e-04,-0.975040,-0.786073
-0.087940,-3.020101,9.075518e-05,1.699695e-04,-0.975040,-0.810243
-0.085427,-3.020101,9.363151e-05,1.664520e-04,-0.975040,-0.833279
-0.082915,-3.020101,9.644323e-05,1.628224e-04,-0.975040,-0.855076
-0.080402,-3.020101,9.918874e-05,1.590833e-04,-0.975040,-0.875517
-0.077889,-3.020101,1.018665e-04,1.552376e-04,-0.975040,-0.894479
-0.075377,-3.020101,1.044749e-04,1.512879e-04,-0.975040,-0.911828
-0.072864,-3.020101,1.070126e-04,1.472371e-04,-0.975040,-0.927422
-0.070352,-3.020101,1.094781e-04,1.430880e-04,-0.975040,-0.941108
-0.067839,-3.020101,1.118700e-04,1.388437e-04,-0.975040,-0.952726
-0.065327,-3.020101,1.141870e-04,1.345071e-04,-0.975040,-0.962108
-0.062814,-3.020101,1.164277e-04,1.300811e-04,-0.975040,-0.969076
-0.060302,-3.020101,1.185909e-04,1.255689e-04,-0.975040,-0.973449
-0.057789,-3.020101,1.206753e-04,1.209737e-04,-0.975040,-0.975037
-0.055276,-3.020101,1.226799e-04,1.162984e-04,-0.975040,-0.973651
-0.052764,-3.020101,1.246034e-04,1.115464e-04,-0.975040,-0.969097
-0.050251,-3.020101,1.264447e-04,1.067208e-04,-0.975040,-0.961185
-0.047739,-3.020101,1.282030e-04,1.018249e-04,-0.975040,-0.949730
-0.045226,-3.020101,1.298770e-04,9.686206e-05,-0.975040,-0.934554
-0.042714,-3.020101,1.314660e-04,9.183555e-05,-0.975040,-0.915493
-0.040201,-3.020101,1.329690e-04,8.674876e-05,-0.975040,-0.892402
-0.037688,-3.020101,1.343852e-04,8.160508e-05,-0.975040,-0.865156
-0.035176,-3.020101,1.357137e-04,7.640792e-05,-0.975040,-0.833659
-0.032663,-3.020101,1.369539e-04,7.116073e-05,-0.975040,-0.797850
-0.030151,-3.020101,1.381050e-04,6.586699e-05,-0.975040,-0.757707
-0.027638,-3.020101,1.391665e-04,6.053018e-05,-0.975040,-0.713251
-0.025126,-3.020101,1.401376e-04,5.515383e-05,-0.975040,-0.664554
-0.022613,-3.020101,1.410179e-04,4.974147e-05,-0.975040,-0.611742
-0.020101,-3.020101,1.418068e-04,4.429664e-05,-0.975040,-0.554998
-0.017588,-3.020101,1.425040e-04,3.882293e-05,-0.975040,-0.494562
-0.015075,-3.020101,1.431090e-04,3.332389e-05,-0.975040,-0.430734
-0.012563,-3.020101,1.436215e-04,2.780314e-05,-0.975040,-0.363872
-0.010050,-3.020101,1.440412e-04,2.226428e-05,-0.975040,-0.294388
-0.007538,-3.020101,1.443679e-04,1.671091e-05,-0.975040,-0.222742
-0.005025,-3.020101,1.446014e-04,1.114666e-05,-0.975040,-0.149435
-0.002513,-3.020101,1.447415e-04,5.575145e-06,-0.975040,-0.075002
0.000000,-3.020101,1.447883e-04,4.673621e-12,-0.906188,-0.000000
-0.500000,-2.994975,1.191406e-04,6.812838e-04,-0.972639,-0.330089
-0.497487,-2.994975,1.200273e-04,6.777909e-04,-0.972639,-0.334007
-0.494975,-2.994975,1.209350e-04,6.741701e-04,-0.972639,-0.338072
-0.492462,-2.994975,1.218637e-04,6.704180e-04,-0.972639,-0.342289
-0.489950,-2.994975,1.228137e-04,6.665315e-04,-0.972639,-0.346663
-0.487437,-2.994975,1.237852e-04,6.625074e-04,-0.972639,-0.351202
-0.484925,-2.994975,1.247782e-04,6.583426e-04,-0.972639,-0.355911
-0.482412,-2.994975,1.257928e-04,6.540340e-04,-0.972639,-0.360796
-0.479899,-2.994975,1.268289e-04,6.495788e-04,-0.972639,-0.365864
-0.477387,-2.994975,1.278866e-04,6.449741e-04,-0.972639,-0.371122
-0.474874,-2.994975,1.289656e-04,6.402172e-04,-0.972639,-0.376577
-0.472362,-2.994975,1.300658e-04,6.353056e-04,-0.972639,-0.382235
-0.469849,-2.994975,1.311869e-04,6.302370e-04,-0.972639,-0.388103
-0.467337,-2.994975,1.323285e-04,6.250091e-04,-0.972639,-0.394189
-0.464824,-2.994975,1.334902e-04,6.196202e-04,-0.972639,-0.400499
-0.462312,-2.994975,1.346714e-04,6.140684e-04,-0.972639,-0.407042
-0.459799,-2.994975,1.358716e-04,6.083524e-04,-0.972639,-0.413823
-0.457286,-2.994975,1.370899e-04,6.024709e-04,-0.972639,-0.420850
-0.454774,-2.994975,1.383257e-04,5.964230e-04,-0.972639,-0.428131
-0.452261,-2.994975,1.395779e-04,5.902084e-04,-0.972639,-0.435671
-0.449749,-2.994975,1.408455e-04,5.838266e-04,-0.972639,-0.443479
-0.447236,-2.994975,1.421274e-04,5.772778e-04,-0.972639,-0.451561
-0.444724,-2.994975,1.434222e-04,5.705625e-04,-0.972639,-0.459923
-0.442211,-2.994975,1.447288e-04,5.636816e-04,-0.972639,-0.468572
-0.439698,-2.994975,1.460454e-04,5.566363e-04,-0.972639,-0.477514
-0.437186,-2.994975,1.473706e-04,5.494283e-04,-0.972639,-0.486754
-0.434673,-2.994975,1.487027e-04,5.420595e-04,-0.972639,-0.496297
-0.432161,-2.994975,1.500398e-04,5.345323e-04,-0.972639,-0.506148
-0.429648,-2.994975,1.513800e-04,5.268497e-04,-0.972639,-0.516312
-0.427136,-2.994975,1.527214e-04,5.190148e-04,-0.972639,-0.526791
-0.424623,-2.994975,1.540617e-04,5.110312e-04,-0.972639,-0.537588
-0.422111,-2.994975,1.553989e-04,5.029029e-04,-0.972639,-0.548706
-0.419598,-2.994975,1.567306e-04,4.946341e-04,-0.972639,-0.560145
-0.417085,-2.994975,1.580544e-04,4.862296e-04,-0.972639,-0.571904
-0.414573,-2.994975,1.593680e-04,4.776944e-04,-0.972639,-0.583984
-0.412060,-2.994975,1.606689e-04,4.690336e-04,-0.972639,-0.596380
-0.409548,-2.994975,1.619545e-04,4.602529e-04,-0.972639,-0.609089
-0.407035,-2.994975,1.632222e-04,4.513580e-04,-0.972639,-0.622106
-0.404523,-2.994975,1.644696e-04,4.423549e-04,-0.972639,-0.635423
-0.402010,-2.994975,1.656940e-04,4.332498e-04,-0.972639,-0.649031
-0.399497,-2.994975,1.668927e-04,4.240491e-04,-0.972639,-0.662918
-0.396985,-2.994975,1.680632e-04,4.147592e-04,-0.972639,-0.677070
-0.394472,-2.994975,1.692028e-04,4.053866e-04,-0.972639,-0.691470
-0.391960,-2.994975,1.703090e-04,3.959380e-04,-0.972639,-0.706100
-0.389447,-2.994975,1.713792e-04,3.864199e-04,-0.972639,-0.720935
-0.386935,-2.994975,1.724110e-04,3.768391e-04,-0.972639,-0.735950
-0.384422,-2.994975,1.734018e-04,3.672019e-04,-0.972639,-0.751113
-0.381910,-2.994975,1.743493e-04,3.575151e-04,-0.972639,-0.766389
-0.379397,-2.994975,1.752511e-04,3.477850e-04,-0.972639,-0.781738
-0.376884,-2.994975,1.761050e-04,3.380180e-04,-0.972639,-0.797113
-0.374372,-2.994975,1.769088e-04,3.282203e-04,-0.972639,-0.812461
-0.371859,-2.994975,1.776603e-04,3.183979e-04,-0.972639,-0.827723
-0.369347,-2.994975,1.783575e-04,3.085569e-04,-0.972639,-0.842831
