xM,logK,absS,absA,cosdphi,alpha
-0.500000,-4.000000,5.032224e-04,2.705607e-03,-0.280083,-0.100703
-0.497487,-4.000000,5.014522e-04,2.664126e-03,-0.280083,-0.101829
-0.494975,-4.000000,4.996008e-04,2.621415e-03,-0.280083,-0.103017
-0.492462,-4.000000,4.976651e-04,2.577452e-03,-0.280083,-0.104272
-0.489950,-4.000000,4.956423e-04,2.532218e-03,-0.280083,-0.105598
-0.487437,-4.000000,4.935292e-04,2.485698e-03,-0.280083,-0.107001
-0.484925,-4.000000,4.913227e-04,2.437875e-03,-0.280083,-0.108488
-0.482412,-4.000000,4.890196e-04,2.388738e-03,-0.280083,-0.110064
-0.479899,-4.000000,4.866168e-04,2.338275e-03,-0.280083,-0.111737
-0.477387,-4.000000,4.841111e-04,2.286479e-03,-0.280083,-0.113514
-0.474874,-4.000000,4.814992e-04,2.233344e-03,-0.280083,-0.115405
-0.472362,-4.000000,4.787778e-04,2.178869e-03,-0.280083,-0.117420
-0.469849,-4.000000,4.759438e-04,2.123055e-03,-0.280083,-0.119568
-0.467337,-4.000000,4.729938e-04,2.065907e-03,-0.280083,-0.121863
-0.464824,-4.000000,4.699247e-04,2.007434e-03,-0.280083,-0.124318
-0.462312,-4.000000,4.667332e-04,1.947649e-03,-0.280083,-0.126948
-0.459799,-4.000000,4.634163e-04,1.886568e-03,-0.280083,-0.129769
-0.457286,-4.000000,4.599708e-04,1.824215e-03,-0.280083,-0.132801
-0.454774,-4.000000,4.563938e-04,1.760614e-03,-0.280083,-0.136065
-0.452261,-4.000000,4.526823e-04,1.695799e-03,-0.280083,-0.139586
-0.449749,-4.000000,4.488337e-04,1.629804e-03,-0.280083,-0.143390
-0.447236,-4.000000,4.448451e-04,1.562672e-03,-0.280083,-0.147509
-0.444724,-4.000000,4.407142e-04,1.494449e-03,-0.280083,-0.151977
-0.442211,-4.000000,4.364385e-04,1.425188e-03,-0.280083,-0.156833
-0.439698,-4.000000,4.320158e-04,1.354946e-03,-0.280083,-0.162124
-0.437186,-4.000000,4.274441e-04,1.283787e-03,-0.280083,-0.167897
-0.434673,-4.000000,4.227216e-04,1.211778e-03,-0.280083,-0.174211
-0.432161,-4.000000,4.178467e-04,1.138993e-03,-0.280083,-0.181124
-0.429648,-4.000000,4.128181e-04,1.065511e-03,-0.280083,-0.188703
-0.427136,-4.000000,4.076346e-04,9.914145e-04,-0.280083,-0.197014
-0.424623,-4.000000,4.022954e-04,9.167921e-04,-0.280083,-0.206117
-0.422111,-4.000000,3.967998e-04,8.417362e-04,-0.280083,-0.216054
-0.419598,-4.000000,3.911475e-04,7.663430e-04,-0.280083,-0.226822
-0.417085,-4.000000,3.853384e-04,6.907128e-04,-0.280083,-0.238331
-0.414573,-4.000000,3.793728e-04,6.149489e-04,-0.280083,-0.250311
-0.412060,-4.000000,3.732512e-04,5.391576e-04,-0.280083,-0.262155
-0.409548,-4.000000,3.669744e-04,4.634475e-04,-0.280083,-0.272623
-0.407035,-4.000000,3.605434e-04,3.879293e-04,-0.280083,-0.279334
-0.404523,-4.000000,3.539597e-04,3.127150e-04,-0.280083,-0.277947
-0.402010,-4.000000,3.472249e-04,2.379177e-04,-0.280083,-0.261195
-0.399497,-4.000000,3.403410e-04,1.636506e-04,-0.280083,-0.218770
-0.396985,-4.000000,3.333102e-04,9.002727e-05,-0.280083,-0.141014
-0.394472,-4.000000,3.261350e-04,1.716032e-05,-0.280083,-0.029393
-0.391960,-4.000000,3.188182e-04,5.483851e-05,0.280083,0.093583
-0.389447,-4.000000,3.113628e-04,1.258590e-04,0.280083,0.194629
-0.386935,-4.000000,3.037722e-04,1.957931e-04,0.280083,0.255081
-0.384422,-4.000000,2.960498e-04,2.645348e-04,0.280083,0.278318
-0.381910,-4.000000,2.881994e-04,3.319812e-04,0.280083,0.277305
-0.379397,-4.000000,2.802251e-04,3.980324e-04,0.280083,0.263678
-0.376884,-4.000000,2.721310e-04,4.625920e-04,0.280083,0.244811
-0.374372,-4.000000,2.639217e-04,5.255671e-04,0.280083,0.224647
-0.371859,-4.000000,2.556017e-04,5.868692e-04,0.280083,0.205071
-0.369347,-4.000000,2.471758e-04,6.464135e-04,0.280083,0.186873
-0.366834,-4.000000,2.386492e-04,7.041199e-04,0.280083,0.170296
-0.364322,-4.000000,2.300271e-04,7.599126e-04,0.280083,0.155331
-0.361809,-4.000000,2.213147e-04,8.137204e-04,0.280083,0.141860
-0.359296,-4.000000,2.125177e-04,8.654767e-04,0.280083,0.129727
-0.356784,-4.000000,2.036418e-04,9.151195e-04,0.280083,0.118772
-0.354271,-4.000000,1.946930e-04,9.625917e-04,0.280083,0.108846
-0.351759,-4.000000,1.856772e-04,1.007841e-03,0.280083,0.099813
-0.349246,-4.000000,1.766006e-04,1.050818e-03,0.280083,0.091556
-0.346734,-4.000000,1.674697e-04,1.091481e-03,0.280083,0.083971
-0.344221,-4.000000,1.582908e-04,1.129791e-03,0.280083,0.076972
-0.341709,-4.000000,1.490707e-04,1.165712e-03,0.280083,0.070481
-0.339196,-4.000000,1.398162e-04,1.199215e-03,0.280083,0.064434
-0.336683,-4.000000,1.305341e-04,1.230273e-03,0.280083,0.058773
-0.334171,-4.000000,1.212316e-04,1.258865e-03,0.280083,0.053450
-0.331658,-4.000000,1.119157e-04,1.284973e-03,0.280083,0.048421
-0.329146,-4.000000,1.025939e-04,1.308583e-03,0.280083,0.043649
-0.326633,-4.000000,9.327352e-05,1.329685e-03,0.280083,0.039102
-0.324121,-4.000000,8.396213e-05,1.348272e-03,0.280083,0.034749
-0.321608,-4.000000,7.466741e-05,1.364341e-03,0.280083,0.030565
-0.319095,-4.000000,6.539711e-05,1.377894e-03,0.280083,0.026527
-0.316583,-4.000000,5.615908e-05,1.388933e-03,0.280083,0.022612
-0.314070,-4.000000,4.696130e-05,1.397468e-03,0.280082,0.018803
-0.311558,-4.000000,3.781179e-05,1.403507e-03,0.280082,0.015080
-0.309045,-4.000000,2.871867e-05,1.407065e-03,0.280082,0.011428
-0.306533,-4.000000,1.969012e-05,1.408158e-03,0.280082,0.007831
-0.304020,-4.000000,1.073438e-05,1.406807e-03,0.280080,0.004274
-0.301508,-4.000000,1.859722e-06,1.403034e-03,0.280068,0.000743
-0.298995,-4.000000,6.925522e-06,1.396865e-03,-0.280087,-0.002777
-0.296482,-4.000000,1.561301e-05,1.388328e-03,-0.280085,-0.006299
-0.293970,-4.000000,2.419437e-05,1.377454e-03,-0.280084,-0.009836
-0.291457,-4.000000,3.266125e-05,1.364278e-03,-0.280084,-0.013403
-0.288945,-4.000000,4.100529e-05,1.348834e-03,-0.280084,-0.017014
-0.286432,-4.000000,4.921815e-05,1.331163e-03,-0.280084,-0.020683
-0.283920,-4.000000,5.729155e-05,1.311306e-03,-0.280083,-0.024427
-0.281407,-4.000000,6.521724e-05,1.289307e-03,-0.280083,-0.028263
-0.278894,-4.000000,7.298703e-05,1.265211e-03,-0.280083,-0.032207
-0.276382,-4.000000,8.059281e-05,1.239069e-03,-0.280083,-0.036281
-0.273869,-4.000000,8.802657e-05,1.210929e-03,-0.280083,-0.040506
-0.271357,-4.000000,9.528040e-05,1.180847e-03,-0.280083,-0.044906
-0.268844,-4.000000,1.023465e-04,1.148876e-03,-0.280083,-0.049509
-0.266332,-4.000000,1.092172e-04,1.115074e-03,-0.280083,-0.054345
-0.263819,-4.000000,1.158850e-04,1.079501e-03,-0.280083,-0.059449
-0.261307,-4.000000,1.223426e-04,1.042218e-03,-0.280083,-0.064862
-0.258794,-4.000000,1.285827e-04,1.003287e-03,-0.280083,-0.070632
-0.256281,-4.000000,1.345984e-04,9.627746e-04,-0.280083,-0.076811
-0.253769,-4.000000,1.403829e-04,9.207465e-04,-0.280083,-0.083466
-0.251256,-4.000000,1.459297e-04,8.772714e-04,-0.280083,-0.090672
-0.248744,-4.000000,1.512324e-04,8.324191e-04,-0.280083,-0.098518
-0.246231,-4.000000,1.562849e-04,7.862612e-04,-0.280083,-0.107112
-0.243719,-4.000000,1.610813e-04,7.388705e-04,-0.280083,-0.116581
-0.241206,-4.000000,1.656162e-04,6.903213e-04,-0.280083,-0.127076
-0.238693,-4.000000,1.698842e-04,6.406890e-04,-0.280083,-0.138776
-0.236181,-4.000000,1.738803e-04,5.900503e-04,-0.280083,-0.151884
-0.233668,-4.000000,1.775998e-04,5.384829e-04,-0.280083,-0.166626
-0.231156,-4.000000,1.810385e-04,4.860655e-04,-0.280083,-0.183221
-0.228643,-4.000000,1.841921e-04,4.328777e-04,-0.280083,-0.201814
-0.226131,-4.000000,1.870571e-04,3.789998e-04,-0.280083,-0.222317
-0.223618,-4.000000,1.896300e-04,3.245129e-04,-0.280083,-0.244012
-0.221106,-4.000000,1.919078e-04,2.694988e-04,-0.280083,-0.264678
-0.218593,-4.000000,1.938879e-04,2.140396e-04,-0.280083,-0.278719
-0.216080,-4.000000,1.955681e-04,1.582178e-04,-0.280083,-0.273908
-0.213568,-4.000000,1.969463e-04,1.021164e-04,-0.280083,-0.228906
-0.211055,-4.000000,1.980211e-04,4.581830e-05,-0.280083,-0.123025
-0.208543,-4.000000,1.987913e-04,1.059324e-05,0.280084,0.029766
-0.206030,-4.000000,1.992562e-04,6.703514e-05,0.280083,0.169294
-0.203518,-4.000000,1.994156e-04,1.234244e-04,0.280083,0.250676
-0.201005,-4.000000,1.992694e-04,1.796782e-04,0.280083,0.278590
-0.198492,-4.000000,1.988181e-04,2.357142e-04,0.280083,0.276073
-0.195980,-4.000000,1.980626e-04,2.914504e-04,0.280083,0.260411
-0.193467,-4.000000,1.970043e-04,3.468053e-04,0.280083,0.240575
-0.190955,-4.000000,1.956448e-04,4.016981e-04,0.280083,0.220517
-0.188442,-4.000000,1.939863e-04,4.560489e-04,0.280083,0.201767
-0.185930,-4.000000,1.920313e-04,5.097784e-04,0.280083,0.184790
-0.183417,-4.000000,1.897828e-04,5.628084e-04,0.280083,0.169606
-0.180905,-4.000000,1.872441e-04,6.150619e-04,0.280083,0.156068
-0.178392,-4.000000,1.844191e-04,6.664629e-04,0.280083,0.143981
-0.175879,-4.000000,1.813118e-04,7.169367e-04,0.280083,0.133149
-0.173367,-4.000000,1.779270e-04,7.664100e-04,0.280083,0.123396
-0.170854,-4.000000,1.742695e-04,8.148111e-04,0.280083,0.114566
-0.168342,-4.000000,1.703449e-04,8.620696e-04,0.280083,0.106529
-0.165829,-4.000000,1.661587e-04,9.081171e-04,0.280083,0.099174
-0.163317,-4.000000,1.617173e-04,9.528867e-04,0.280083,0.092406
-0.160804,-4.000000,1.570272e-04,9.963134e-04,0.280083,0.086147
-0.158291,-4.000000,1.520951e-04,1.038334e-03,0.280083,0.080330
-0.155779,-4.000000,1.469284e-04,1.078888e-03,0.280083,0.074897
-0.153266,-4.000000,1.415348e-04,1.117917e-03,0.280083,0.069801
-0.150754,-4.000000,1.359220e-04,1.155363e-03,0.280083,0.065001
-0.148241,-4.000000,1.300985e-04,1.191172e-03,0.280083,0.060460
-0.145729,-4.000000,1.240728e-04,1.225292e-03,0.280083,0.056147
-0.143216,-4.000000,1.178537e-04,1.257674e-03,0.280083,0.052035
-0.140704,-4.000000,1.114506e-04,1.288270e-03,0.280083,0.048101
-0.138191,-4.000000,1.048728e-04,1.317036e-03,0.280083,0.044324
-0.135678,-4.000000,9.813014e-05,1.343930e-03,0.280083,0.040685
-0.133166,-4.000000,9.123260e-05,1.368913e-03,0.280083,0.037168
-0.130653,-4.000000,8.419042e-05,1.391948e-03,0.280083,0.033758
-0.128141,-4.000000,7.701408e-05,1.413001e-03,0.280083,0.030441
-0.125628,-4.000000,6.971424e-05,1.432042e-03,0.280083,0.027205
-0.123116,-4.000000,6.230180e-05,1.449042e-03,0.280083,0.024040
-0.120603,-4.000000,5.478780e-05,1.463976e-03,0.280083,0.020934
-0.118090,-4.000000,4.718348e-05,1.476823e-03,0.280082,0.017879
-0.115578,-4.000000,3.950021e-05,1.487563e-03,0.280082,0.014864
-0.113065,-4.000000,3.174947e-05,1.496180e-03,0.280082,0.011882
-0.110553,-4.000000,2.394290e-05,1.502661e-03,0.280082,0.008923
-0.108040,-4.000000,1.609220e-05,1.506997e-03,0.280081,0.005981
-0.105528,-4.000000,8.209158e-06,1.509179e-03,0.280080,0.003047
-0.103015,-4.000000,3.056303e-07,1.509204e-03,0.279998,0.000113
-0.100503,-4.000000,7.606491e-06,1.507073e-03,-0.280086,-0.002827
-0.097990,-4.000000,1.551529e-05,1.502786e-03,-0.280085,-0.005783
-0.095477,-4.000000,2.340883e-05,1.496350e-03,-0.280084,-0.008761
-0.092965,-4.000000,3.127521e-05,1.487773e-03,-0.280084,-0.011770
-0.090452,-4.000000,3.910255e-05,1.477067e-03,-0.280084,-0.014819
-0.087940,-4.000000,4.687900e-05,1.464247e-03,-0.280084,-0.017916
-0.085427,-4.000000,5.459279e-05,1.449330e-03,-0.280083,-0.021070
-0.082915,-4.000000,6.223225e-05,1.432338e-03,-0.280083,-0.024292
-0.080402,-4.000000,6.978580e-05,1.413294e-03,-0.280083,-0.027593
-0.077889,-4.000000,7.724196e-05,1.392225e-03,-0.280083,-0.030983
-0.075377,-4.000000,8.458943e-05,1.369160e-03,-0.280083,-0.034477
-0.072864,-4.000000,9.181703e-05,1.344134e-03,-0.280083,-0.038087
-0.070352,-4.000000,9.891378e-05,1.317179e-03,-0.280083,-0.041830
-0.067839,-4.000000,1.058689e-04,1.288337e-03,-0.280083,-0.045723
-0.065327,-4.000000,1.126717e-04,1.257646e-03,-0.280083,-0.049785
-0.062814,-4.000000,1.193120e-04,1.225151e-03,-0.280083,-0.054040
-0.060302,-4.000000,1.257795e-04,1.190898e-03,-0.280083,-0.058511
-0.057789,-4.000000,1.320644e-04,1.154936e-03,-0.280083,-0.063227
-0.055276,-4.000000,1.381571e-04,1.117317e-03,-0.280083,-0.068222
-0.052764,-4.000000,1.440483e-04,1.078094e-03,-0.280083,-0.073533
-0.050251,-4.000000,1.497290e-04,1.037322e-03,-0.280083,-0.079205
-0.047739,-4.000000,1.551905e-04,9.950616e-04,-0.280083,-0.085289
-0.045226,-4.000000,1.604244e-04,9.513718e-04,-0.280083,-0.091846
-0.042714,-4.000000,1.654228e-04,9.063155e-04,-0.280083,-0.098946
-0.040201,-4.000000,1.701780e-04,8.599572e-04,-0.280083,-0.106674
-0.037688,-4.000000,1.746828e-04,8.123635e-04,-0.280083,-0.115129
-0.035176,-4.000000,1.789301e-04,7.636025e-04,-0.280083,-0.124428
-0.032663,-4.000000,1.829135e-04,7.137443e-04,-0.280083,-0.134708
-0.030151,-4.000000,1.866269e-04,6.628603e-04,-0.280083,-0.146130
-0.027638,-4.000000,1.900646e-04,6.110236e-04,-0.280083,-0.158873
-0.025126,-4.000000,1.932213e-04,5.583086e-04,-0.280083,-0.173128
-0.022613,-4.000000,1.960921e-04,5.047911e-04,-0.280083,-0.189072
-0.020101,-4.000000,1.986728e-04,4.505480e-04,-0.280083,-0.206799
-0.017588,-4.000000,2.009592e-04,3.956570e-04,-0.280083,-0.226169
-0.015075,-4.000000,2.029480e-04,3.401973e-04,-0.280083,-0.246461
-0.012563,-4.000000,2.046360e-04,2.842483e-04,-0.280083,-0.265612
-0.010050,-4.000000,2.060206e-04,2.278907e-04,-0.280083,-0.278664
-0.007538,-4.000000,2.070997e-04,1.712054e-04,-0.280083,-0.275085
-0.005025,-4.000000,2.078717e-04,1.142739e-04,-0.280083,-0.236477
-0.002513,-4.000000,2.083354e-04,5.717808e-05,-0.280083,-0.142970
0.000000,-4.000000,2.084900e-04,4.461098e-11,-0.329450,-0.000000
-0.500000,-3.974874,5.231324e-04,2.352472e-03,0.324800,0.137648
-0.497487,-3.974874,5.210121e-04,2.313500e-03,0.324800,0.139232
-0.494975,-3.974874,5.188009e-04,2.273383e-03,0.324800,0.140905
-0.492462,-3.974874,5.164956e-04,2.232105e-03,0.324800,0.142674
-0.489950,-3.974874,5.140933e-04,2.189647e-03,0.324800,0.144548
-0.487437,-3.974874,5.115907e-04,2.145996e-03,0.324800,0.146533
-0.484925,-3.974874,5.089847e-04,2.101137e-03,0.324800,0.148638
-0.482412,-3.974874,5.062721e-04,2.055061e-03,0.324800,0.150875
-0.479899,-3.974874,5.034497e-04,2.007758e-03,0.324800,0.153253
-0.477387,-3.974874,5.005142e-04,1.959222e-03,0.324800,0.155784
-0.474874,-3.974874,4.974626e-04,1.909450e-03,0.324800,0.158481
-0.472362,-3.974874,4.942916e-04,1.858441e-03,0.324800,0.161360
-0.469849,-3.974874,4.909981e-04,1.806198e-03,0.324800,0.164436
-0.467337,-3.974874,4.875790e-04,1.752726e-03,0.324800,0.167728
-0.464824,-3.974874,4.840312e-04,1.698036e-03,0.324800,0.171255
-0.462312,-3.974874,4.803517e-04,1.642141e-03,0.324800,0.175041
-0.459799,-3.974874,4.765378e-04,1.585060e-03,0.324800,0.179109
-0.457286,-3.974874,4.725865e-04,1.526813e-03,0.324800,0.183488
-0.454774,-3.974874,4.684954e-04,1.467428e-03,0.324800,0.188209
-0.452261,-3.974874,4.642617e-04,1.406935e-03,0.324800,0.193307
-0.449749,-3.974874,4.598833e-04,1.345371e-03,0.324800,0.198819
-0.447236,-3.974874,4.553578e-04,1.282777e-03,0.324800,0.204789
-0.444724,-3.974874,4.506833e-04,1.219198e-03,0.324800,0.211261
-0.442211,-3.974874,4.458580e-04,1.154685e-03,0.324800,0.218284
-0.439698,-3.974874,4.408803e-04,1.089294e-03,0.324800,0.225911
-0.437186,-3.974874,4.357487e-04,1.023087e-03,0.324800,0.234192
-0.434673,-3.974874,4.304623e-04,9.561283e-04,0.324800,0.243170
-0.432161,-3.974874,4.250201e-04,8.884897e-04,0.324800,0.252878
-0.429648,-3.974874,4.194215e-04,8.202466e-04,0.324800,0.263316
-0.427136,-3.974874,4.136663e-04,7.514791e-04,0.324800,0.274429
-0.424623,-3.974874,4.077545e-04,6.822717e-04,0.324800,0.286056
-0.422111,-3.974874,4.016862e-04,6.127129e-04,0.324800,0.297853
-0.419598,-3.974874,3.954620e-04,5.428949e-04,0.324800,0.309150
-0.417085,-3.974874,3.890829e-04,4.729134e-04,0.324800,0.318714
-0.414573,-3.974874,3.825499e-04,4.028670e-04,0.324800,0.324366
-0.412060,-3.974874,3.758646e-04,3.328571e-04,0.324800,0.322417
-0.409548,-3.974874,3.690287e-04,2.629871e-04,0.324800,0.307014
-0.407035,-3.974874,3.620443e-04,1.933621e-04,0.324800,0.269941
-0.404523,-3.974874,3.549138e-04,1.240887e-04,0.324800,0.202381
-0.402010,-3.974874,3.476398e-04,5.527399e-05,0.324800,0.100738
-0.399497,-3.974874,3.402252e-04,1.297450e-05,-0.324800,-0.024737
-0.396985,-3.974874,3.326732e-04,8.054946e-05,-0.324800,-0.148576
-0.394472,-3.974874,3.249872e-04,1.473443e-04,-0.324800,-0.244301
-0.391960,-3.974874,3.171710e-04,2.132534e-04,-0.324800,-0.300789
-0.389447,-3.974874,3.092284e-04,2.781730e-04,-0.324800,-0.322989
-0.386935,-3.974874,3.011635e-04,3.420010e-04,-0.324800,-0.322192
-0.384422,-3.974874,2.929809e-04,4.046379e-04,-0.324800,-0.308575
-0.381910,-3.974874,2.846849e-04,4.659870e-04,-0.324800,-0.288996
-0.379397,-3.974874,2.762803e-04,5.259544e-04,-0.324800,-0.267436
-0.376884,-3.974874,2.677721e-04,5.844500e-04,-0.324800,-0.245986
-0.374372,-3.974874,2.591653e-04,6.413869e-04,-0.324800,-0.225643
-0.371859,-3.974874,2.504651e-04,6.966825e-04,-0.324800,-0.206809
-0.369347,-3.974874,2.416771e-04,7.502580e-04,-0.324800,-0.189581
-0.366834,-3.974874,2.328065e-04,8.020388e-04,-0.324800,-0.173906
-0.364322,-3.974874,2.238592e-04,8.519547e-04,-0.324800,-0.159665
-0.361809,-3.974874,2.148409e-04,8.999401e-04,-0.324800,-0.146716
-0.359296,-3.974874,2.057575e-04,9.459335e-04,-0.324800,-0.134916
-0.356784,-3.974874,1.966150e-04,9.898783e-04,-0.324800,-0.124130
-0.354271,-3.974874,1.874195e-04,1.031722e-03,-0.324800,-0.114235
-0.351759,-3.974874,1.781773e-04,1.071418e-03,-0.324800,-0.105122
-0.349246,-3.974874,1.688947e-04,1.108921e-03,-0.324800,-0.096695
-0.346734,-3.974874,1.595782e-04,1.144193e-03,-0.324800,-0.088870
-0.344221,-3.974874,1.502342e-04,1.177200e-03,-0.324800,-0.081573
-0.341709,-3.974874,1.408694e-04,1.207911e-03,-0.324800,-0.074741
-0.339196,-3.974874,1.314906e-04,1.236300e-03,-0.324800,-0.068317
-0.336683,-3.974874,1.221045e-04,1.262346e-03,-0.324800,-0.062252
-0.334171,-3.974874,1.127181e-04,1.286029e-03,-0.324800,-0.056502
-0.331658,-3.974874,1.033384e-04,1.307335e-03,-0.324800,-0.051029
-0.329146,-3.974874,9.397243e-05,1.326255e-03,-0.324800,-0.045798
-0.326633,-3.974874,8.462739e-05,1.342780e-03,-0.324800,-0.040778
-0.324121,-3.974874,7.531054e-05,1.356909e-03,-0.324800,-0.035943
-0.321608,-3.974874,6.602920e-05,1.368640e-03,-0.324801,-0.031267
-0.319095,-3.974874,5.679079e-05,1.377978e-03,-0.324801,-0.026727
-0.316583,-3.974874,4.760276e-05,1.384929e-03,-0.324801,-0.022302
-0.314070,-3.974874,3.847266e-05,1.389503e-03,-0.324801,-0.017972
-0.311558,-3.974874,2.940806e-05,1.391713e-03,-0.324801,-0.013720
-0.309045,-3.974874,2.041662e-05,1.391575e-03,-0.324802,-0.009529
-0.306533,-3.974874,1.150600e-05,1.389108e-03,-0.324803,-0.005380
-0.304020,-3.974874,2.683934e-06,1.384333e-03,-0.324812,-0.001259
-0.301508,-3.974874,6.041851e-06,1.377276e-03,0.324795,0.002850
-0.298995,-3.974874,1.466359e-05,1.367964e-03,0.324798,0.006962
-0.296482,-3.974874,2.317353e-05,1.356425e-03,0.324799,0.011095
-0.293970,-3.974874,3.156390e-05,1.342694e-03,0.324799,0.015262
-0.291457,-3.974874,3.982695e-05,1.326805e-03,0.324799,0.019482
-0.288945,-3.974874,4.795496e-05,1.308795e-03,0.324799,0.023770
-0.286432,-3.974874,5.594025e-05,1.288704e-03,0.324799,0.028145
-0.283920,-3.974874,6.377517e-05,1.266574e-03,0.324800,0.032626
-0.281407,-3.974874,7.145215e-05,1.242450e-03,0.324800,0.037235
-0.278894,-3.974874,7.896368e-05,1.216379e-03,0.324800,0.041993
-0.276382,-3.974874,8.630234e-05,1.188408e-03,0.324800,0.046927
-0.273869,-3.974874,9.346080e-05,1.158590e-03,0.324800,0.052063
-0.271357,-3.974874,1.004318e-04,1.126977e-03,0.324800,0.057434
-0.268844,-3.974874,1.072084e-04,1.093624e-03,0.324800,0.063074
-0.266332,-3.974874,1.137835e-04,1.058587e-03,0.324800,0.069026
-0.263819,-3.974874,1.201503e-04,1.021926e-03,0.324800,0.075334
-0.261307,-3.974874,1.263022e-04,9.837008e-04,0.324800,0.082053
-0.258794,-3.974874,1.322327e-04,9.439735e-04,0.324800,0.089245
-0.256281,-3.974874,1.379356e-04,9.028078e-04,0.324800,0.096985
-0.253769,-3.974874,1.434047e-04,8.602692e-04,0.324800,0.105359
-0.251256,-3.974874,1.486342e-04,8.164243e-04,0.324800,0.114469
-0.248744,-3.974874,1.536184e-04,7.713414e-04,0.324800,0.124437
-0.246231,-3.974874,1.583520e-04,7.250899e-04,0.324800,0.135408
-0.243719,-3.974874,1.628298e-04,6.777406e-04,0.324800,0.147552
-0.241206,-3.974874,1.670468e-04,6.293655e-04,0.324800,0.161070
-0.238693,-3.974874,1.709985e-04,5.800376e-04,0.324800,0.176193
-0.236181,-3.974874,1.746805e-04,5.298308e-04,0.324800,0.193170
-0.233668,-3.974874,1.780887e-04,4.788200e-04,0.324800,0.212246
-0.231156,-3.974874,1.812194e-04,4.270809e-04,0.324800,0.233583
-0.228643,-3.974874,1.840691e-04,3.746901e-04,0.324800,0.257079
-0.226131,-3.974874,1.866348e-04,3.217245e-04,0.324800,0.281954
-0.223618,-3.974874,1.889136e-04,2.682618e-04,0.324800,0.305804
-0.221106,-3.974874,1.909030e-04,2.143801e-04,0.324800,0.322628
-0.218593,-3.974874,1.926010e-04,1.601577e-04,0.324800,0.319351
-0.216080,-3.974874,1.940058e-04,1.056733e-04,0.324800,0.272873
-0.213568,-3.974874,1.951160e-04,5.100577e-05,0.324800,0.158951
-0.211055,-3.974874,1.959306e-04,3.766009e-06,-0.324798,-0.012481
-0.208543,-3.974874,1.964488e-04,5.856320e-05,-0.324800,-0.177847
-0.206030,-3.974874,1.966703e-04,1.133071e-04,-0.324800,-0.280986
-0.203518,-3.974874,1.965953e-04,1.679192e-04,-0.324800,-0.320804
-0.201005,-3.974874,1.962242e-04,2.223213e-04,-0.324800,-0.322284
-0.198492,-3.974874,1.955579e-04,2.764358e-04,-0.324800,-0.306270
-0.195980,-3.974874,1.945975e-04,3.301854e-04,-0.324800,-0.284150
-0.193467,-3.974874,1.933448e-04,3.834936e-04,-0.324800,-0.261131
-0.190955,-3.974874,1.918016e-04,4.362846e-04,-0.324800,-0.239326
-0.188442,-3.974874,1.899704e-04,4.884833e-04,-0.324800,-0.219440
-0.185930,-3.974874,1.878540e-04,5.400157e-04,-0.324800,-0.201581
-0.183417,-3.974874,1.854555e-04,5.908086e-04,-0.324800,-0.185620
-0.180905,-3.974874,1.827785e-04,6.407902e-04,-0.324800,-0.171350
-0.178392,-3.974874,1.798269e-04,6.898896e-04,-0.324800,-0.158552
-0.175879,-3.974874,1.766051e-04,7.380374e-04,-0.324800,-0.147024
-0.173367,-3.974874,1.731177e-04,7.851656e-04,-0.324800,-0.136587
-0.170854,-3.974874,1.693698e-04,8.312075e-04,-0.324800,-0.127088
-0.168342,-3.974874,1.653669e-04,8.760980e-04,-0.324800,-0.118396
-0.165829,-3.974874,1.611147e-04,9.197739e-04,-0.324800,-0.110401
-0.163317,-3.974874,1.566193e-04,9.621735e-04,-0.324800,-0.103010
-0.160804,-3.974874,1.518874e-04,1.003237e-03,-0.324800,-0.096144
-0.158291,-3.974874,1.469257e-04,1.042906e-03,-0.324800,-0.089735
-0.155779,-3.974874,1.417413e-04,1.081126e-03,-0.324800,-0.083727
-0.153266,-3.974874,1.363419e-04,1.117841e-03,-0.324800,-0.078070
-0.150754,-3.974874,1.307351e-04,1.153000e-03,-0.324800,-0.072721
-0.148241,-3.974874,1.249292e-04,1.186555e-03,-0.324800,-0.067645
-0.145729,-3.974874,1.189325e-04,1.218456e-03,-0.324800,-0.062809
-0.143216,-3.974874,1.127538e-04,1.248660e-03,-0.324800,-0.058184
-0.140704,-3.974874,1.064019e-04,1.277124e-03,-0.324800,-0.053748
-0.138191,-3.974874,9.988614e-05,1.303807e-03,-0.324800,-0.049476
-0.135678,-3.974874,9.321598e-05,1.328672e-03,-0.324800,-0.045351
-0.133166,-3.974874,8.640112e-05,1.351684e-03,-0.324800,-0.041354
-0.130653,-3.974874,7.945148e-05,1.372809e-03,-0.324800,-0.037470
-0.128141,-3.974874,7.237722e-05,1.392019e-03,-0.324800,-0.033685
-0.125628,-3.974874,6.518865e-05,1.409286e-03,-0.324800,-0.029984
-0.123116,-3.974874,5.789629e-05,1.424586e-03,-0.324801,-0.026357
-0.120603,-3.974874,5.051080e-05,1.437896e-03,-0.324801,-0.022791
-0.118090,-3.974874,4.304302e-05,1.449198e-03,-0.324801,-0.019277
-0.115578,-3.974874,3.550388e-05,1.458476e-03,-0.324801,-0.015804
-0.113065,-3.974874,2.790447e-05,1.465716e-03,-0.324801,-0.012363
-0.110553,-3.974874,2.025594e-05,1.470908e-03,-0.324802,-0.008944
-0.108040,-3.974874,1.256957e-05,1.474045e-03,-0.324803,-0.005539
